source_file,old_post_id,old_url,old_slug,old_title,old_content_type,new_content_type,category,subcategory,original_publish_date,original_modified_date,word_count,media_count,internal_links,external_links,seo_title,meta_description,potential_target_url,existing_new_equivalent,content_quality_score,historical_value_score,medical_review_required,recommended_action,notes
../output/markdown/clinic__pseudo-acanthosis-nigricans.md,,https://www.radianceclinics.com/conditions/pseudo-acanthosis-nigricans/,pseudo-acanthosis-nigricans,Pseudo Acanthosis Nigricans,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,177,,0,0,,,/about,yes,45,37,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__pioneering-proficiency-satyartha-prakash-excels-in-advanced-dermatology-fellowship-at-dubai-derma.md,,https://www.radianceclinics.com/post/pioneering-proficiency-satyartha-prakash-excels-in-advanced-dermatology-fellowship-at-dubai-derma/,pioneering-proficiency-satyartha-prakash-excels-in-advanced-dermatology-fellowship-at-dubai-derma,Pioneering Proficiency: Satyartha Prakash Excels in Advanced Dermatology Fellowship at Dubai Derma,post,ARTICLE,Skin Health,clinic,2024-03-16,,329,,0,0,,,/about,yes,45,43,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__hair-loss-causes.md,,https://www.radianceclinics.com/hair-loss-causes/,hair-loss-causes,Causes Of Hair-Loss,page,CONCERN,Hair Loss & Scalp,hair,2023-08-13,,307,,0,0,,,/concerns/hair-loss-scalp/hair-loss,yes,40,39,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpregnan(?:cy|t)\b
../output/markdown/clinic__4d-photofacial.md,,https://www.radianceclinics.com/treatment/premium-services/4d-photofacial/,4d-photofacial,4D Photofacial,page,TREATMENT,Skin Health,clinic,2023-09-23,,150,,0,0,,,/skin-clinic-bhubaneswar,yes,40,32,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__acne-erase.md,,https://www.radianceclinics.com/treatment/acne-treatment/acne-erase/,acne-erase,Acne Erase,page,TREATMENT,Acne,skin,2023-09-23,,148,,0,0,,,/concerns/acne/acne,yes,40,32,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__diamond-polishing.md,,https://www.radianceclinics.com/treatment/acne-treatment/diamond-polishing/,diamond-polishing,Diamond Polishing,page,TREATMENT,Skin Health,skin,2023-09-23,,150,,0,0,,,/skin-clinic-bhubaneswar,yes,40,32,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b | \bno downtime\b
../output/markdown/clinic__hairfall-in-men.md,,https://www.radianceclinics.com/conditions/hairfall/hairfall-in-men/,hairfall-in-men,Hairfall In Men,page,CONCERN,Hair Loss & Scalp,clinic,2023-09-25,,215,,0,0,,,/concerns/hair-loss-scalp/hair-loss,yes,40,35,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__dandruffs.md,,https://www.radianceclinics.com/conditions/hairfall/dandruffs/,dandruffs,Dandruff,page,CONCERN,Hair Loss & Scalp,clinic,2023-09-26,,217,,0,0,,,/concerns/hair-loss-scalp/dandruff,yes,40,35,yes,MERGE,source bucket GOOD; medical/editorial flags: \bprescri(?:be|ption)\b
../output/markdown/laser__laser-tattoo-removal.md,,https://www.radianceclinics.com/conditions/laser-tattoo-removal/,laser-tattoo-removal,Laser Tattoo Removal,page,TREATMENT,Skin Health,laser,2023-09-26,,174,,0,0,,,/tattoo-removal-bhubaneswar,yes,40,33,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__photofacial.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/photofacial/,photofacial,Photo Facial,page,TREATMENT,Skin Health,skin,2023-09-18,,147,,0,0,,,/skin-clinic-bhubaneswar,yes,35,29,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__peels.md,,https://www.radianceclinics.com/treatment/premium-services/peels/,peels,Peels,page,TREATMENT,Skin Health,skin,2023-09-23,,150,,0,0,,,/skin-clinic-bhubaneswar,yes,35,29,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__acne-check-peel.md,,https://www.radianceclinics.com/treatment/acne-treatment/acne-check-peel/,acne-check-peel,Acne Check Peel,page,TREATMENT,Acne,skin,2023-09-23,,146,,0,0,,,/concerns/acne/acne,yes,35,29,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__spider-veins.md,,https://www.radianceclinics.com/conditions/spider-veins/,spider-veins,Spider Veins,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,216,,0,0,,,/about,yes,35,32,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__botox-treatment.md,,https://www.radianceclinics.com/botox-treatment/,botox-treatment,Botox,page,TREATMENT,Ageing & Aesthetics,skin,2022-10-29,,109,,0,0,,,/botox-treatment-bhubaneswar,yes,30,24,yes,MERGE,source bucket GOOD; medical/editorial flags: \b(botox|filler|injectable)\b
../output/markdown/clinic__hydra-revive.md,,https://www.radianceclinics.com/treatment/premium-services/hydra-revive/,hydra-revive,Hydra Revive,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,150,,0,0,,,/about,yes,30,26,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/maybe-content.json,,https://www.radianceclinics.com/conditions/keloid/,keloid,Keloid,page,CONCERN,Scars & Stretch Marks,skin,2023-09-26,,111,,0,0,,,/concerns/scars-stretch-marks/raised-scars-keloids,yes,25,21,yes,MERGE,source bucket MAYBE; medical/editorial flags: \bcure[sd]?\b
../output/maybe-content.json,,https://www.radianceclinics.com/tattoo-removal-radiance/,tattoo-removal-radiance,Tattoo Removal,page,PATIENT_GUIDE,Skin Health,laser,2023-08-13,,143,,0,0,,,/tattoo-removal-bhubaneswar,yes,20,19,yes,MERGE,source bucket MAYBE; no automated medical-risk phrase flag
../output/maybe-content.json,,https://www.radianceclinics.com/post/what-are-the-latest-trends-in-filler-treatment/,what-are-the-latest-trends-in-filler-treatment,What Are the Latest Trends in Filler Treatment?,post,DOCTOR_ANSWER_CANDIDATE,Ageing & Aesthetics,clinic,2024-07-17,,464,,0,0,,,/dermal-fillers-bhubaneswar,yes,5,23,yes,CONVERT_TO_QA,source bucket MAYBE; medical/editorial flags: \b(botox|filler|injectable)\b
../output/maybe-content.json,,https://www.radianceclinics.com/privacy-policy/,privacy-policy,Privacy Policy,page,CLINIC_INFO,Clinic & Doctor,clinic,2022-07-03,,1203,,0,2,,,/about,yes,0,33,no,MERGE,source bucket MAYBE; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/post/common-hair-loss-myths-that-might-be-holding-you-back/,common-hair-loss-myths-that-might-be-holding-you-back,Common Hair Loss Myths That Might Be Holding You Back,post,CONCERN,Hair Loss & Scalp,clinic,2026-04-23,,554,,0,0,,,/concerns/hair-loss-scalp/hair-loss,yes,-5,20,yes,ARCHIVE,source bucket REJECTED; medical/editorial flags: \bpermanent(?:ly)?\b | \bpregnan(?:cy|t)\b
../output/rejected-content.json,,https://www.radianceclinics.com/conditions/antiageing/deep-fold/,deep-fold,Deep Folds,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,228,,0,0,,,/about,yes,-25,0,no,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/contact-us/,contact-us,Contact Us,page,CLINIC_INFO,Clinic & Doctor,clinic,2022-07-13,,75,,0,0,,,/contact,yes,-30,0,no,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/hair/,hair,Hair,page,CLINIC_INFO,Clinic & Doctor,clinic,2022-08-03,,28,,0,0,,,/about,yes,-30,0,no,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/locations/,locations,Locations,page,PATIENT_GUIDE,Other,hair,2022-07-30,,13,,0,0,,,/knowledge,no,-40,0,yes,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/book-online-radiance-clinics-bhuabaneswar/,book-online-radiance-clinics-bhuabaneswar,BOOK A CALL BACK NOW,page,CLINIC_INFO,Clinic & Doctor,clinic,2022-08-15,,47,,0,0,,,/about,yes,-40,0,no,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/virtual-tour/,virtual-tour,Virtual Tour,page,PATIENT_GUIDE,Other,other,2022-10-20,,1,,0,0,,,/knowledge,no,-50,0,yes,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/media-press-release/,media-press-release,Media,page,DOCTOR_INFO,Clinic & Doctor,clinic,2022-08-15,,51,,0,0,,,/about,yes,-55,0,yes,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
../output/rejected-content.json,,https://www.radianceclinics.com/thank-you/,thank-you,Thank You,page,PATIENT_GUIDE,Other,other,2023-01-09,,7,,0,0,,,/knowledge,no,-130,0,yes,ARCHIVE,source bucket REJECTED; no automated medical-risk phrase flag
